N,protocol,points,E,achieved,radius,leak,local_heat,replica,block,sweep,h,folded,flat,melted,d0,d1,d2,d3,d4,d5,d6,pieces_folded,largest_folded,pieces_damage,largest_damage,stores_total,stores_max,lost,drift,symmetries,final
144,bath,named,288.0,288.0,,0.1,False,0,0,0,0.0,0,144,0,0,0,144,0,0,0,0,0,0,0,0,288.0,288.0,0.0,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,1,100,191.0,0,102,42,0,0,102,40,2,0,0,0,0,1,42,87.30000000000001,14.4,9.700000000000001,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,2,200,185.0,0,109,35,0,0,109,30,5,0,0,0,0,1,35,83.97,12.96,19.03,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,3,300,174.0,2,108,34,0,2,108,30,4,0,0,1,2,1,36,85.473,11.664000000000001,28.527,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,4,400,167.0,3,111,30,0,3,111,29,1,0,0,2,2,4,22,83.2257,9.9,37.774300000000004,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,5,500,173.0,1,110,33,0,1,110,33,0,0,0,1,1,2,33,69.50313,8.91,45.49687,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,6,600,173.0,2,108,34,0,2,108,34,0,0,0,1,2,4,23,62.552817000000005,5.9049000000000005,52.447183,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,7,700,167.0,3,111,30,0,3,111,29,1,0,0,1,3,1,33,61.69753530000001,5.4,59.3024647,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,8,800,155.0,5,114,25,0,5,114,25,0,0,0,2,4,3,17,66.32778177000002,5.4,66.67221823,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,9,900,155.0,7,110,27,0,7,110,27,0,0,0,3,5,2,33,59.69500359300001,4.86,73.304996407,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,10,1000,155.0,7,110,27,0,7,110,27,0,0,0,3,5,2,33,53.72550323370001,4.3740000000000006,79.2744967663,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,11,1100,155.0,6,112,26,0,6,112,26,0,0,0,3,4,4,26,48.35295291033002,3.9366000000000008,84.64704708967001,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.1,False,0,12,1200,150.0,5,114,25,0,5,114,25,0,0,0,3,2,2,28,48.01765761929701,7.606724901291002,89.98234238070302,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,13,1300,150.0,5,114,25,0,5,114,25,0,0,0,3,2,2,28,43.21589185736731,6.846052411161901,94.78410814263272,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,14,1400,150.0,5,114,25,0,5,114,25,0,0,0,3,2,3,27,38.894302671630584,6.161447170045712,99.10569732836944,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,15,1500,150.0,5,114,25,0,5,114,25,0,0,0,3,2,2,28,35.00487240446752,5.545302453041141,102.99512759553251,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,16,1600,150.0,5,114,25,0,5,114,25,0,0,0,3,2,3,27,31.50438516402077,4.990772207737027,106.49561483597927,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,17,1700,150.0,5,114,25,0,5,114,25,0,0,0,3,2,2,28,28.35394664761869,4.491694986963325,109.64605335238134,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.1,False,0,18,1800,150.0,5,114,25,0,5,114,25,0,0,0,3,2,2,28,25.518551982856827,4.0425254882669925,112.48144801714321,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,19,1900,150.0,6,112,26,0,6,112,26,0,0,0,4,2,3,29,22.96669678457114,3.6382729394402933,115.03330321542889,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,20,2000,150.0,6,112,26,0,6,112,26,0,0,0,4,2,3,29,20.67002710611403,3.274445645496264,117.32997289388601,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,21,2100,150.0,6,112,26,0,6,112,26,0,0,0,4,2,3,29,18.60302439550263,2.9470010809466376,119.39697560449741,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.1,False,0,22,2200,145.0,6,112,26,0,6,112,26,0,0,0,3,4,3,26,21.242721955952362,4.5,121.75727804404768,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.1,False,0,23,2300,145.0,6,112,26,0,6,112,26,0,0,0,3,4,3,26,19.118449760357127,4.05,123.88155023964292,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.1,False,0,24,2400,145.0,6,112,26,0,6,112,26,0,0,0,3,4,3,26,17.206604784321417,3.645,125.79339521567863,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.1,False,0,25,2500,145.0,6,112,26,0,6,112,26,0,0,0,3,4,3,26,15.485944305889275,3.2805,127.51405569411077,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,26,2600,145.0,6,112,26,0,6,112,26,0,0,0,3,4,3,26,13.937349875300349,2.9524500000000002,129.0626501246997,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.1,False,0,27,2700,145.0,6,112,26,0,6,112,26,0,0,0,3,4,3,26,12.543614887770314,2.6572050000000003,130.45638511222973,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,28,2800,145.0,5,115,24,0,5,115,23,1,0,0,2,4,3,26,11.289253398993282,2.3914845000000002,131.71074660100675,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,29,2900,145.0,5,115,24,0,5,115,23,1,0,0,2,4,3,26,10.160328059093953,2.15233605,132.83967194090607,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,30,3000,134.0,7,114,23,0,7,114,23,0,0,0,3,4,5,18,19.044295253184558,9.9,134.95570474681546,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,31,3100,134.0,7,114,23,0,7,114,23,0,0,0,3,4,5,16,17.139865727866106,8.91,136.8601342721339,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,32,3200,134.0,7,114,23,0,7,114,23,0,0,0,3,4,4,24,15.425879155079492,8.019,138.57412084492051,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,33,3300,102.0,7,122,15,0,7,122,15,0,0,0,3,4,7,11,42.683291239571545,28.8,143.31670876042847,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,34,3400,129.0,7,114,23,0,7,114,23,0,0,0,3,4,2,29,14.11496211561439,5.4,144.8850378843856,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,35,3500,102.0,7,122,15,0,7,122,15,0,0,0,3,4,4,16,37.00346590405296,24.3,148.99653409594706,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,36,3600,96.0,9,122,13,0,9,122,13,0,0,0,5,4,8,11,38.703119313647655,19.8,153.29688068635235,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,37,3700,96.0,9,122,13,0,9,122,13,0,0,0,5,4,8,11,34.832807382282894,17.82,157.16719261771712,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,38,3800,97.0,7,122,15,0,7,122,15,0,0,0,5,3,10,5,30.449526644054604,8.1,160.5504733559454,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,39,3900,97.0,7,122,15,0,7,122,15,0,0,0,5,3,10,5,27.404573979649143,7.29,163.59542602035086,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,40,4000,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,30.06411658168423,6.561,166.93588341831577,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,41,4100,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,27.057704923515807,5.9049000000000005,169.94229507648419,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,42,4200,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,24.351934431164224,5.3144100000000005,172.64806556883576,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,43,4300,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,21.916740988047806,4.7829690000000005,175.08325901195218,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,44,4400,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,19.725066889243024,4.3046721,177.27493311075696,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,45,4500,92.0,6,124,14,0,6,124,14,0,0,0,3,3,7,5,16.852560200318724,3.3662535822000006,179.14743979968125,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,46,4600,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,16.06730418028685,3.0296282239800005,180.93269581971313,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,47,4700,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,14.460573762258166,2.7266654015820007,182.53942623774182,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,48,4800,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,13.014516386032351,2.4539988614238006,183.98548361396763,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,49,4900,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,11.713064747429117,2.208598975281421,185.28693525257086,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,50,5000,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,10.541758272686204,1.9877390777532788,186.45824172731378,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,51,5100,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,9.487582445417583,1.788965169977951,187.51241755458238,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,52,5200,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,8.538824200875826,1.610068652980156,188.46117579912413,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.1,False,0,53,5300,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,7.684941780788244,1.4490617876821403,189.31505821921172,0.0,,False
144,bath,named,288.0,288.0,,0.1,False,0,54,5400,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,6.91644760270942,1.3041556089139263,190.08355239729053,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.1,False,0,55,5500,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,6.2248028424384785,1.1737400480225337,190.77519715756148,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.1,False,0,56,5600,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,5.60232255819463,1.0563660432202804,191.3976774418053,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.1,False,0,57,5700,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,5.042090302375167,0.9507294388982523,191.95790969762479,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.1,False,0,58,5800,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,4.537881272137652,0.8556564950084271,192.4621187278623,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.1,False,0,59,5900,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,4.0840931449238855,0.7700908455075844,192.91590685507606,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.1,False,0,60,6000,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,3.675683830431497,0.693081760956826,193.32431616956845,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.1,False,0,61,6100,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,3.3081154473883476,0.6237735848611434,193.6918845526116,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.1,False,0,62,6200,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,2.977303902649513,0.5613962263750291,194.02269609735043,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.1,False,0,63,6300,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,2.679573512384562,0.5052566037375261,194.32042648761538,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.1,False,0,64,6400,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,2.4116161611461053,0.4547309433637735,194.58838383885384,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.1,False,0,65,6500,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,2.170454545031495,0.40925784902739615,194.82954545496847,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.1,False,0,66,6600,91.0,8,124,12,0,8,124,12,0,0,0,5,3,10,4,1.9534090905283457,0.3683320641246565,195.0465909094716,5.684341886080802e-14,,False
