N,protocol,points,E,achieved,radius,leak,local_heat,replica,block,sweep,h,folded,flat,melted,d0,d1,d2,d3,d4,d5,d6,pieces_folded,largest_folded,pieces_damage,largest_damage,stores_total,stores_max,lost,drift,symmetries,final
144,bath,named,288.0,288.0,,0.01,False,0,0,0,0.0,0,144,0,0,0,144,0,0,0,0,0,0,0,0,288.0,288.0,0.0,0.0,,False
144,bath,named,288.0,288.0,,0.01,False,0,1,100,255.0,0,89,55,0,0,89,50,5,0,0,0,0,1,55,32.67,15.84,0.33,0.0,,False
144,bath,named,288.0,288.0,,0.01,False,0,2,200,202.0,0,100,44,0,0,100,40,4,0,0,0,0,2,36,84.8133,20.79,1.1867,0.0,,False
144,bath,named,288.0,288.0,,0.01,False,0,3,300,218.0,0,97,47,0,0,97,42,5,0,0,0,0,1,47,68.125167,15.524783999999999,1.8748330000000002,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.01,False,0,4,400,205.0,1,105,38,0,1,105,35,3,0,0,1,1,1,39,80.31391533,15.84,2.6860846700000005,0.0,,False
144,bath,named,288.0,288.0,,0.01,False,0,5,500,189.0,3,105,36,0,3,105,33,3,0,0,2,2,1,39,95.3507761767,15.6816,3.6492238233000007,0.0,,False
144,bath,named,288.0,288.0,,0.01,False,0,6,600,180.0,1,105,38,0,1,105,35,3,0,0,1,1,3,36,103.30726841493299,10.673289,4.692731585067,0.0,,False
144,bath,named,288.0,288.0,,0.01,False,0,7,700,169.0,1,108,35,0,1,108,33,2,0,0,1,1,3,33,113.16419573078366,10.89,5.8358042692163306,0.0,,False
144,bath,named,288.0,288.0,,0.01,False,0,8,800,173.0,4,106,34,0,4,106,32,2,0,0,3,2,2,37,108.07255377347582,10.7811,6.927446226524167,0.0,,False
144,bath,named,288.0,288.0,,0.01,False,0,9,900,157.0,3,113,28,0,3,113,25,3,0,0,2,2,5,24,122.83182823574106,10.89,8.168171764258926,0.0,,False
