N,protocol,points,E,achieved,radius,leak,local_heat,replica,block,sweep,h,folded,flat,melted,d0,d1,d2,d3,d4,d5,d6,pieces_folded,largest_folded,pieces_damage,largest_damage,stores_total,stores_max,lost,drift,symmetries,final
144,bath,named,288.0,288.0,,0.001,False,0,0,0,0.0,0,144,0,0,0,144,0,0,0,0,0,0,0,0,288.0,288.0,0.0,0.0,,False
144,bath,named,288.0,288.0,,0.001,False,0,1,100,228.0,0,94,50,0,0,94,48,2,0,0,0,0,1,50,59.940000000000005,15.984,0.06,0.0,,False
144,bath,named,288.0,288.0,,0.001,False,0,2,200,239.0,0,90,54,0,0,90,52,2,0,0,0,0,1,54,48.891059999999996,10.978011,0.10894000000000001,0.0,,False
144,bath,named,288.0,288.0,,0.001,False,0,3,300,207.0,0,98,46,0,0,98,44,2,0,0,0,0,1,46,80.81016894,15.984,0.18983106000000002,0.0,,False
144,bath,named,288.0,288.0,,0.001,False,0,4,400,195.0,3,99,42,0,3,99,41,1,0,0,2,2,2,44,92.71735877105999,15.968016,0.28264122894,0.0,,False
144,bath,named,288.0,288.0,,0.001,False,0,5,500,180.0,2,100,42,0,2,100,42,0,0,0,1,2,1,44,107.60964141228894,15.952047984,0.39035858771105997,0.0,,False
144,bath,named,288.0,288.0,,0.001,False,0,6,600,180.0,2,102,40,0,2,102,38,2,0,0,1,2,1,42,107.50203177087666,15.936095936016,0.4979682291233489,0.0,,False
144,bath,named,288.0,288.0,,0.001,False,0,7,700,164.0,1,107,36,0,1,107,35,1,0,0,1,1,4,21,123.37852973910577,15.920159840079984,0.6214702608942255,0.0,,False
144,bath,named,288.0,288.0,,0.001,False,0,8,800,159.0,0,109,35,0,0,109,34,1,0,0,0,0,3,21,128.25015120936666,15.904239680239904,0.7498487906333313,0.0,,False
144,bath,named,288.0,288.0,,0.001,False,0,9,900,164.0,1,107,36,0,1,107,35,1,0,0,1,1,3,35,123.1269010581573,15.888335440559665,0.873098941842698,5.684341886080802e-14,,False
144,bath,named,288.0,288.0,,0.001,False,0,10,1000,164.0,1,107,36,0,1,107,35,1,0,0,1,1,4,21,123.00377415709914,15.872447105119106,0.9962258429008553,0.0,,False
